iso	chr	start	end
Gd_00614-ba	chr1001	2842051	2849227
Gd_00614-ba	chr1001	2849336	2853851
Gd_00614-ba	chr1001	2853885	2854078
Gd_00614-ba	chr1001	2854391	2856436
Gd_00614-ba	chr1001	2856481	2865630
Gd_00614-ba	chr1001	2866074	2877192
Gd_00614-ba	chr1001	2878134	2880563
Gd_00614-ba	chr1001	2880624	2882539
Gd_00614-ba	chr1001	2890484	2890683
Gd_00614-ba	chr1001	2890757	2895609
Gd_00614-ba	chr1001	2982007	2984034
Gd_00614-ba	chr1001	2984101	2986201
Gd_00614-ba	chr1001	2994177	2995650
Gd_00614-ba	chr1001	2997557	2999151
Gd_00614-ba	chr1001	3000915	3001854
Gd_00614-ba	chr1001	3006430	3014189
Gd_00614-ba	chr1001	3014202	3028955
Gd_00614-ba	chr1001	3029058	3030194
Gd_00614-ba	chr1001	3030266	3030777
Gd_00614-ba	chr1001	3032626	3035529
Gd_00614-ba	chr1001	3035587	3035999
Gd_00614-ba	chr1001	3042535	3044252
Gd_00614-ba	chr1001	3054073	3055143
Gd_00614-ba	chr1001	3056684	3059465
Gd_00614-ba	chr1001	3059480	3065016
Gd_00614-ba	chr1001	3065034	3070243
Gd_00614-ba	chr1001	3077054	3077780
Gd_00614-ba	chr1001	3077857	3078424
Gd_00614-ba	chr1001	3080287	3094355
Gd_00614-ba	chr1001	3094401	3098043
Gd_00614-ba	chr1001	3098066	3099267
Gd_00614-ba	chr1001	3099563	3101381
Gd_00614-ba	chr1001	3101440	3101616
Gd_00614-ba	chr1001	3101708	3107268
Gd_00614-ba	chr1001	3107290	3119434
Gd_00614-ba	chr1001	3124460	3132182
Gd_00614-ba	chr1001	3132237	3152762
Gd_00614-ba	chr1001	3153891	3154429
Gd_00614-ba	chr1001	3156292	3159508
Gd_00614-ba	chr1001	3159989	3160419
Gd_00614-ba	chr1001	3161301	3161438
Gd_00614-ba	chr1001	3164178	3165282
Gd_00614-ba	chr1001	3263684	3263797
Gd_00614-ba	chr1001	3268622	3269525
Gd_00614-ba	chr1001	3270410	3274761
Gd_00614-ba	chr1001	3274825	3278409
Gd_00614-ba	chr1001	3279326	3283484
Gd_00614-ba	chr1001	3283496	3285924
Gd_00614-ba	chr1001	3285937	3286359
Gd_00614-ba	chr1001	3286410	3286663
Gd_00614-ba	chr1001	3286737	3290123
Gd_00614-ba	chr1001	3290172	3300527
Gd_00614-ba	chr1001	3300567	3301219
Gd_00614-ba	chr1001	3301238	3302416
Gd_00614-ba	chr1001	3302504	3302984
Gd_00614-ba	chr1001	3304827	3308399
Gd_00614-ba	chr1001	3309341	3309975
Gd_00614-ba	chr1001	3310001	3313655
Gd_00614-ba	chr1001	3313688	3313979
Gd_00614-ba	chr1001	3336273	3337786
Gd_00614-ba	chr1001	3338582	3348422
Gd_00614-ba	chr1001	3397191	3400302
Gd_00614-ba	chr1001	3400444	3405075
Gd_00614-ba	chr1001	3407840	3410722
Gd_00614-ba	chr1001	3410833	3412453
Gd_00614-ba	chr1001	3413267	3414741
Gd_00614-ba	chr1001	3414842	3415027
Gd_00614-ba	chr1001	3531757	3532350
Gd_00614-ba	chr1001	3532490	3533148
Gd_00614-ba	chr1001	3533169	3536087
Gd_00614-ba	chr1001	3536119	3552075
Gd_00614-ba	chr1001	3555059	3555165
Gd_00614-ba	chr1001	3556049	3556851
Gd_00614-ba	chr1001	3565112	3573506
Gd_00614-ba	chr1001	3573521	3581794
Gd_00614-ba	chr1001	3820218	3820759
Gd_00614-ba	chr1001	3822696	3825858
Gd_00614-ba	chr1001	3827723	3828102
Gd_00614-ba	chr1001	3828118	3856698
Gd_00614-ba	chr1001	3862418	3895965
Gd_00614-ba	chr1001	3896030	3910314
Gd_00614-ba	chr1001	3910339	3915769
Gd_00614-ba	chr1001	3915780	3917774
Gd_00614-ba	chr1001	3919823	3920072
Gd_00614-ba	chr1001	3920107	3920379
Gd_00614-ba	chr1001	3920395	3921454
Gd_00614-ba	chr1001	3921507	3921939
Gd_00614-ba	chr1001	3922000	3922265
Gd_00614-ba	chr1001	3922297	3929141
Gd_00614-ba	chr1001	3929153	3953607
Gd_00614-ba	chr1001	4068775	4070707
Gd_00614-ba	chr1001	4070739	4072122
Gd_00614-ba	chr1001	4072151	4075188
Gd_00614-ba	chr1001	4075210	4078892
Gd_00614-ba	chr1001	4084781	4087966
Gd_00614-ba	chr1001	4106985	4113313
Gd_00614-ba	chr1001	4136218	4138827
Gd_00614-ba	chr1001	4138860	4140355
Gd_00614-ba	chr1001	4140731	4143860
Gd_00614-ba	chr1001	4154764	4158305
Gd_00614-ba	chr1001	4158318	4160037
Gd_00614-ba	chr1001	4160254	4166522
Gd_00614-ba	chr1001	4166541	4181212
Gd_00614-ba	chr1001	4181287	4197087
Gd_00614-ba	chr1001	4197103	4223137
Gd_00614-ba	chr1001	4223186	4231436
Gd_00614-ba	chr1001	4236458	4240546
Gd_00614-ba	chr1001	4244667	4257721
Gd_00614-ba	chr1001	4257746	4261085
Gd_00614-ba	chr1001	4261108	4262729
Gd_00614-ba	chr1001	4262778	4268591
Gd_00614-ba	chr1001	4272695	4277506
Gd_00614-ba	chr1001	4277821	4279259
Gd_00614-ba	chr1001	4279301	4280807
Gd_00614-ba	chr1001	4281536	4286764
Gd_00614-ba	chr1001	4288522	4289142
Gd_00614-ba	chr1001	4294710	4297999
Gd_00614-ba	chr1001	4298016	4300520
Gd_00614-ba	chr1001	4300693	4301729
Gd_00614-ba	chr1001	4303013	4304086
Gd_00614-ba	chr1001	4305017	4324949
Gd_00614-ba	chr1001	4326669	4326843
Gd_00614-ba	chr1001	4332175	4333710
Gd_00614-ba	chr1001	4333742	4334494
Gd_00614-ba	chr1001	4334537	4334674
Gd_00614-ba	chr1001	4334927	4336684
Gd_00614-ba	chr1001	4336752	4337088
Gd_00614-ba	chr1001	4337099	4341394
Gd_00614-ba	chr1001	4343296	4347491
Gd_00614-ba	chr1001	4349485	4350017
Gd_00614-ba	chr1001	4352220	4353170
Gd_00614-ba	chr1001	4353188	4353979
Gd_00614-ba	chr1001	4354373	4354926
Gd_00614-ba	chr1001	4355138	4355365
Gd_00614-ba	chr1001	4356296	4357734
Gd_00614-ba	chr1001	4357752	4359076
Gd_00614-ba	chr1001	4384897	4390714
Gd_00614-ba	chr1001	4392303	4394031
Gd_00614-ba	chr1001	4395531	4395631
Gd_00614-ba	chr1001	4429936	4430205
Gd_00614-ba	chr1001	4434113	4451646
Gd_00614-ba	chr1001	4451662	4453511
Gd_00614-ba	chr1001	4453533	4453998
Gd_00614-ba	chr1001	4454024	4468739
Gd_00614-ba	chr1001	4468802	4469618
Gd_00614-ba	chr1001	4471638	4474154
Gd_00614-ba	chr1001	4474511	4475352
Gd_00614-ba	chr1001	4476389	4482873
Gd_00614-ba	chr1001	4482917	4500992
Gd_00614-ba	chr1001	4501014	4502797
Gd_00614-ba	chr1001	4503024	4503713
Gd_00614-ba	chr1001	4504089	4504436
Gd_00614-ba	chr1001	4507890	4508780
Gd_00614-ba	chr1001	4509261	4509623
Gd_00614-ba	chr1001	4509642	4510324
Gd_00614-ba	chr1001	4511273	4512782
Gd_00614-ba	chr1001	4512793	4524683
Gd_00614-ba	chr1001	4524702	4536578
Gd_00614-ba	chr1001	4538773	4545662
Gd_00614-ba	chr1001	4546063	4546206
Gd_00614-ba	chr1001	4547499	4547679
Gd_00614-ba	chr1001	4554201	4554493
Gd_00614-ba	chr1001	4554713	4571223
Gd_00614-ba	chr1001	4571328	4572019
Gd_00614-ba	chr1001	4572036	4576479
Gd_00614-ba	chr1001	4576510	4582301
Gd_00614-ba	chr1001	4582326	4582648
Gd_00614-ba	chr1001	4584871	4589956
Gd_00614-ba	chr1001	4591950	4594308
Gd_00614-ba	chr1001	4594320	4613411
Gd_00614-ba	chr1001	4613459	4621225
Gd_00614-ba	chr1001	4631871	4631998
Gd_00614-ba	chr1001	4639815	4639958
Gd_00614-ba	chr1001	4640262	4640394
Gd_00614-ba	chr1001	4640566	4640673
Gd_00614-ba	chr1001	4643084	4659487
Gd_00614-ba	chr1001	4659523	4662224
Gd_00614-ba	chr1001	4662269	4662995
Gd_00614-ba	chr1001	4663050	4664273
Gd_00614-ba	chr1001	4664290	4665765
Gd_00614-ba	chr1001	4665776	4705525
Gd_00614-ba	chr1001	4705537	4706963
Gd_00614-ba	chr1001	4706976	4719313
Gd_00614-ba	chr1001	4722048	4730918
Gd_00614-ba	chr1001	4733106	4733691
Gd_00614-ba	chr1001	4733890	4742460
Gd_00614-ba	chr1001	4742623	4759606
Gd_00614-ba	chr1001	4759698	4760194
Gd_00614-ba	chr1001	4760237	4765174
Gd_00614-ba	chr1001	4775970	4781414
Gd_00614-ba	chr1001	4781838	4782544
Gd_00614-ba	chr1001	4783025	4786443
Gd_00614-ba	chr1001	4790592	4793202
Gd_00614-ba	chr1001	4793542	4794577
Gd_00614-ba	chr1001	4794740	4819303
Gd_00614-ba	chr1001	4819356	4819777
Gd_00614-ba	chr1001	4819960	4820559
Gd_00614-ba	chr1001	4820626	4824176
Gd_00614-ba	chr1001	4825312	4825463
Gd_00614-ba	chr1001	4826847	4832879
Gd_00614-ba	chr1001	4833915	4834553
Gd_00614-ba	chr1001	4834566	4837039
Gd_00614-ba	chr1001	4837060	4837295
Gd_00614-ba	chr1001	4839158	4842913
Gd_00614-ba	chr1001	4842948	4848580
Gd_00614-ba	chr1001	4848612	4850731
Gd_00614-ba	chr1001	4851513	4851960
Gd_00614-ba	chr1001	4852408	4853981
Gd_00614-ba	chr1001	4875648	4884406
Gd_00614-ba	chr1001	4884429	4884749
Gd_00614-ba	chr1001	4884787	4888113
Gd_00614-ba	chr1001	4888124	4891528
Gd_00614-ba	chr1001	4891548	4900672
Gd_00614-ba	chr1001	4900713	4910625
Gd_00614-ba	chr1001	4910642	4911305
Gd_00614-ba	chr1001	4911351	4917165
Gd_00614-ba	chr1002	139126	140430
Gd_00614-ba	chr1002	142293	142503
Gd_00614-ba	chr1002	142515	142920
Gd_00614-ba	chr1002	143291	143919
Gd_00614-ba	chr1002	149582	155385
Gd_00614-ba	chr1002	155441	171553
Gd_00614-ba	chr1002	171760	177136
Gd_00614-ba	chr1002	177339	180388
Gd_00614-ba	chr1002	191936	216672
Gd_00614-ba	chr1002	228760	233911
Gd_00614-ba	chr1002	235959	242755
Gd_00614-ba	chr1002	249466	257548
Gd_00614-ba	chr1002	257626	263091
Gd_00614-ba	chr1002	263244	267678
Gd_00614-ba	chr1002	276603	286676
Gd_00614-ba	chr1002	288430	290097
Gd_00614-ba	chr1002	290130	304918
Gd_00614-ba	chr1002	306482	307996
Gd_00614-ba	chr1002	325183	329353
Gd_00614-ba	chr1002	329365	330803
Gd_00614-ba	chr1002	330848	336865
Gd_00614-ba	chr1002	336905	340182
Gd_00614-ba	chr1002	379134	382324
Gd_00614-ba	chr1002	386179	386811
Gd_00614-ba	chr1002	395933	396089
Gd_00614-ba	chr1002	396105	400862
Gd_00614-ba	chr1002	436540	450598
Gd_00614-ba	chr1002	454022	457661
Gd_00614-ba	chr1002	457883	463453
Gd_00614-ba	chr1002	463490	466262
Gd_00614-ba	chr1002	466313	467531
Gd_00614-ba	chr1002	467615	470293
Gd_00614-ba	chr1002	470304	475662
Gd_00614-ba	chr1002	475675	476065
Gd_00614-ba	chr1002	476156	477174
Gd_00614-ba	chr1002	479382	484394
Gd_00614-ba	chr1002	491129	492476
Gd_00614-ba	chr1002	492525	492805
Gd_00614-ba	chr1002	492950	493078
Gd_00614-ba	chr1002	508976	511434
Gd_00614-ba	chr1002	511829	514758
Gd_00614-ba	chr1002	563055	577802
Gd_00614-ba	chr1002	577820	580727
Gd_00614-ba	chr1002	580875	581907
Gd_00614-ba	chr1002	581937	589910
Gd_00614-ba	chr1002	589954	590362
Gd_00614-ba	chr1002	752625	754273
Gd_00614-ba	chr1002	754298	756904
Gd_00614-ba	chr1002	814345	814681
Gd_00614-ba	chr1002	814692	816001
Gd_00614-ba	chr1002	816643	818702
Gd_00614-ba	chr1002	818742	825396
Gd_00614-ba	chr1002	825477	826599
Gd_00614-ba	chr1002	826621	831526
Gd_00614-ba	chr1002	832007	834022
Gd_00614-ba	chr1002	834603	835434
Gd_00614-ba	chr1002	837491	838412
Gd_00614-ba	chr1002	846458	849337
Gd_00614-ba	chr1002	849362	850860
Gd_00614-ba	chr1002	851341	852965
Gd_00614-ba	chr1002	855710	869018
Gd_00614-ba	chr1002	869031	869241
Gd_00614-ba	chr1002	869272	871489
Gd_00614-ba	chr1002	871523	872773
Gd_00614-ba	chr1002	875046	875235
Gd_00614-ba	chr1002	879067	879219
Gd_00614-ba	chr1002	879280	879464
Gd_00614-ba	chr1002	879483	882408
Gd_00614-ba	chr1002	883350	894254
Gd_00614-ba	chr1002	894274	917111
Gd_00614-ba	chr1002	918963	919594
Gd_00614-ba	chr1002	920120	923516
Gd_00614-ba	chr1002	923631	938189
Gd_00614-ba	chr1002	938205	962927
Gd_00614-ba	chr1002	962938	965202
Gd_00614-ba	chr1002	965239	970221
Gd_00614-ba	chr1002	970616	971869
Gd_00614-ba	chr1002	974135	979536
Gd_00614-ba	chr1002	981525	982129
Gd_00614-ba	chr1002	982446	983993
Gd_00614-ba	chr1002	990913	992298
Gd_00614-ba	chr1002	1002794	1008872
Gd_00614-ba	chr1002	1009353	1011496
Gd_00614-ba	chr1002	1011538	1028020
Gd_00614-ba	chr1002	1028414	1031157
Gd_00614-ba	chr1002	1032176	1038114
Gd_00614-ba	chr1002	1038340	1038792
Gd_00614-ba	chr1002	1042054	1046490
Gd_00614-ba	chr1002	1046806	1049252
Gd_00614-ba	chr1002	1049263	1050346
Gd_00614-ba	chr1002	1057057	1057521
Gd_00614-ba	chr1002	1057544	1058041
Gd_00614-ba	chr1002	1067763	1083025
Gd_00614-ba	chr1002	1085957	1087343
Gd_00614-ba	chr1002	1092273	1092921
Gd_00614-ba	chr1002	1101513	1102028
Gd_00614-ba	chr1002	1102061	1102355
Gd_00614-ba	chr1002	1104422	1112206
Gd_00614-ba	chr1002	1112275	1125858
Gd_00614-ba	chr1002	1125903	1126602
Gd_00614-ba	chr1002	1134135	1137191
Gd_00614-ba	chr1002	1137203	1139557
Gd_00614-ba	chr1002	1139574	1147248
Gd_00614-ba	chr1002	1147262	1153897
Gd_00614-ba	chr1002	1164175	1172107
Gd_00614-ba	chr1002	1172124	1172642
Gd_00614-ba	chr1002	1173122	1173562
Gd_00614-ba	chr1002	1174504	1183193
Gd_00614-ba	chr1002	1197701	1198620
Gd_00614-ba	chr1002	1198781	1199047
Gd_00614-ba	chr1002	1305956	1319464
Gd_00614-ba	chr1002	1326467	1327020
Gd_00614-ba	chr1002	1328968	1331580
Gd_00614-ba	chr1002	1333058	1337928
Gd_00614-ba	chr1002	1339791	1339988
Gd_00614-ba	chr1002	1375449	1392659
Gd_00614-ba	chr1002	1394137	1424526
Gd_00614-ba	chr1002	1434171	1442188
Gd_00614-ba	chr1002	1455045	1463543
Gd_00614-ba	chr1002	1463584	1472993
Gd_00614-ba	chr1002	1473941	1476431
Gd_00614-ba	chr1002	1494523	1495367
Gd_00614-ba	chr1002	1495590	1507116
Gd_00614-ba	chr1002	1530138	1531599
Gd_00614-ba	chr1002	1532027	1534495
Gd_00614-ba	chr1002	1534675	1535313
Gd_00614-ba	chr1002	1535403	1539037
Gd_00614-ba	chr1002	1714950	1717586
Gd_00614-ba	chr1002	1718370	1718495
Gd_00614-ba	chr1002	1718789	1719110
Gd_00614-ba	chr1002	1814274	1821791
Gd_00614-ba	chr1002	1821841	1822176
Gd_00614-ba	chr1002	1822194	1822629
Gd_00614-ba	chr1002	1822723	1823095
Gd_00614-ba	chr1002	1832678	1834412
Gd_00614-ba	chr1002	1835348	1835523
Gd_00614-ba	chr1002	1836708	1836900
Gd_00614-ba	chr1002	1837139	1870932
Gd_00614-ba	chr1002	1871423	1875954
Gd_00614-ba	chr1002	1876002	1877330
Gd_00614-ba	chr1002	1877432	1878076
Gd_00614-ba	chr1002	1878107	1886200
Gd_00614-ba	chr1002	1886595	1887947
Gd_00614-ba	chr1002	1888297	1902005
Gd_00614-ba	chr1002	1902946	1907723
Gd_00614-ba	chr1002	1908202	1910752
Gd_00614-ba	chr1002	1912567	1914693
Gd_00614-ba	chr1002	1914719	1916191
Gd_00614-ba	chr1002	1916233	1918537
Gd_00614-ba	chr1002	1918586	1923017
Gd_00614-ba	chr1002	1925078	1925971
Gd_00614-ba	chr1002	1925991	1933136
Gd_00614-ba	chr1002	1945035	1946006
Gd_00614-ba	chr1002	1946670	1972459
Gd_00614-ba	chr1002	1972471	2003624
Gd_00614-ba	chr1002	2005760	2007240
Gd_00614-ba	chr1002	2007791	2021501
Gd_00614-ba	chr1002	2023800	2065213
Gd_00614-ba	chr1002	2065259	2070432
Gd_00614-ba	chr1002	2070448	2070981
Gd_00614-ba	chr1002	2071031	2077230
Gd_00614-ba	chr1002	2084137	2084568
Gd_00614-ba	chr1002	2164186	2166080
Gd_00614-ba	chr1002	2166559	2170374
Gd_00614-ba	chr1002	2170390	2182462
Gd_00614-ba	chr1002	2187632	2187759
Gd_00614-ba	chr1002	2195655	2206472
Gd_00614-ba	chr1002	2206494	2207958
Gd_00614-ba	chr1002	2207977	2208296
Gd_00614-ba	chr1002	2210537	2226093
Gd_00614-ba	chr1002	2226177	2230652
Gd_00614-ba	chr1002	2230665	2275455
Gd_00614-ba	chr1002	2275466	2276704
Gd_00614-ba	chr1002	2276722	2281334
Gd_00614-ba	chr1002	2281356	2293432
Gd_00614-ba	chr1002	2293450	2297243
Gd_00614-ba	chr1002	2303826	2304563
Gd_00614-ba	chr1002	2304581	2307123
Gd_00614-ba	chr1002	2309621	2364820
Gd_00614-ba	chr1002	2364871	2375485
Gd_00614-ba	chr1002	2375514	2377773
Gd_00614-ba	chr1002	2377969	2379227
Gd_00614-ba	chr1002	2386228	2387466
Gd_00614-ba	chr1002	2402953	2403937
Gd_00614-ba	chr1002	2404002	2405447
Gd_00614-ba	chr1002	2405484	2405842
Gd_00614-ba	chr1002	2405884	2441628
Gd_00614-ba	chr1002	2441991	2499269
Gd_00614-ba	chr1002	2499748	2500613
Gd_00614-ba	chr1002	2501545	2503604
Gd_00614-ba	chr1002	2509744	2510150
Gd_00614-ba	chr1002	2510194	2510438
Gd_00614-ba	chr1002	2510659	2510849
Gd_00614-ba	chr1002	2512661	2552228
Gd_00614-ba	chr1002	2552244	2557362
Gd_00614-ba	chr1002	2558034	2578354
Gd_00614-ba	chr1002	2578403	2599475
Gd_00614-ba	chr1002	2600391	2607841
Gd_00614-ba	chr1002	2607861	2622485
Gd_00614-ba	chr1002	2623404	2626043
Gd_00614-ba	chr1002	2633775	2636350
Gd_00614-ba	chr1002	2639173	2646627
Gd_00614-ba	chr1002	2646679	2674520
Gd_00614-ba	chr1002	2676833	2679059
Gd_00614-ba	chr1002	2680924	2688304
Gd_00614-ba	chr1002	2688409	2688757
Gd_00614-ba	chr1002	2688799	2700082
Gd_00614-ba	chr1002	2706098	2706257
Gd_00614-ba	chr1002	2706294	2708449
Gd_00614-ba	chr1002	2708530	2713149
Gd_00614-ba	chr1002	2717633	2734461
Gd_00614-ba	chr1002	2734484	2734757
Gd_00614-ba	chr1002	2734806	2736286
Gd_00614-ba	chr1002	2736406	2739536
Gd_00614-ba	chr1002	2739974	2741146
Gd_00614-ba	chr1002	2741170	2744844
Gd_00614-ba	chr1002	2744860	2748978
Gd_00614-ba	chr1002	2749202	2755816
Gd_00614-ba	chr1002	2755835	2759039
Gd_00614-ba	chr1002	2759078	2759996
Gd_00614-ba	chr1002	2760475	2762240
Gd_00614-ba	chr1002	2768114	2773167
Gd_00614-ba	chr1002	2775762	2777726
Gd_00614-ba	chr1002	2778668	2783241
Gd_00614-ba	chr1002	2789050	2792189
Gd_00614-ba	chr1002	2792266	2793515
Gd_00614-ba	chr1002	2793546	2794161
Gd_00614-ba	chr1002	2795293	2799135
Gd_00614-ba	chr1002	2799512	2801625
Gd_00614-ba	chr1002	2801667	2803992
Gd_00614-ba	chr1002	2804082	2806051
Gd_00614-ba	chr1002	2806265	2809844
Gd_00614-ba	chr1002	2810239	2812026
Gd_00614-ba	chr1002	2812219	2817222
Gd_00614-ba	chr1002	2817239	2824783
Gd_00614-ba	chr1002	2824820	2829654
Gd_00614-ba	chr1002	2829736	2830542
Gd_00614-ba	chr1002	2830566	2843526
Gd_00614-ba	chr1002	2848095	2849933
Gd_00614-ba	chr1002	2850065	2852486
Gd_00614-ba	chr1002	2859486	2860246
Gd_00614-ba	chr1002	2860910	2861018
Gd_00614-ba	chr1002	2867959	2868526
Gd_00614-ba	chr1002	2868831	2869659
Gd_00614-ba	chr1002	2870054	2877891
Gd_00614-ba	chr1002	2878263	2881592
Gd_00614-ba	chr1002	2881903	2882116
Gd_00614-ba	chr1002	2882604	2888362
Gd_00614-ba	chr1002	2907540	2908860
Gd_00614-ba	chr1002	2926031	2926429
Gd_00614-ba	chr1002	2928545	2945696
Gd_00614-ba	chr1002	2945755	2954345
Gd_00614-ba	chr1002	2954356	2988148
Gd_00614-ba	chr1002	3031458	3033722
Gd_00614-ba	chr1002	3033760	3034583
Gd_00614-ba	chr1002	3038470	3038697
Gd_00614-ba	chr1002	3038771	3041272
Gd_00614-ba	chr1002	3061591	3065520
Gd_00614-ba	chr1002	3065795	3065918
Gd_00614-ba	chr1002	3065962	3066374
Gd_00614-ba	chr1002	3086265	3093860
Gd_00614-ba	chr1002	3093876	3096601
Gd_00614-ba	chr1002	3096698	3116723
Gd_00614-ba	chr1002	3116741	3120169
Gd_00614-ba	chr1002	3120205	3121411
Gd_00614-ba	chr1002	3121450	3121570
Gd_00614-ba	chr1002	3121629	3126640
Gd_00614-ba	chr1002	3126780	3135505
Gd_00614-ba	chr1002	3142487	3144692
Gd_00614-ba	chr1002	3144729	3146311
Gd_00614-ba	chr1002	3146323	3151137
Gd_00614-ba	chr1002	3151156	3155422
Gd_00614-ba	chr1002	3157411	3158023
Gd_00614-ba	chr1002	3158117	3159565
Gd_00614-ba	chr1002	3159642	3172736
Gd_00614-ba	chr1002	3172761	3181083
Gd_00614-ba	chr1002	3181205	3181507
Gd_00614-ba	chr1002	3183501	3186244
Gd_00614-ba	chr1002	3186268	3186523
Gd_00614-ba	chr1002	3188366	3189472
Gd_00614-ba	chr1002	3204466	3205699
Gd_00614-ba	chr1002	3207562	3216619
Gd_00614-ba	chr1002	3216644	3216911
Gd_00614-ba	chr1002	3216950	3221649
Gd_00614-ba	chr1002	3221730	3222120
Gd_00614-ba	chr1002	3222137	3226449
Gd_00614-ba	chr1002	3226930	3227729
Gd_00614-ba	chr1002	3234734	3244557
Gd_00614-ba	chr1002	3246878	3251576
Gd_00614-ba	chr1002	3251675	3252976
Gd_00614-ba	chr1002	3253834	3269004
Gd_00614-ba	chr1002	3269019	3269489
Gd_00614-ba	chr1002	3627222	3627463
Gd_00614-ba	chr1002	3687914	3692512
Gd_00614-ba	chr1002	3692527	3694053
Gd_00614-ba	chr1002	3694124	3704008
Gd_00614-ba	chr1002	3705847	3711609
Gd_00614-ba	chr1002	3712176	3712797
Gd_00614-ba	chr1002	3819140	3822371
Gd_00614-ba	chr1002	3895664	3899045
Gd_00614-ba	chr1002	3988399	3988652
Gd_00614-ba	chr1002	3988819	3989351
Gd_00614-ba	chr1002	3989427	3989711
Gd_00614-ba	chr1002	3999120	4002070
Gd_00614-ba	chr1002	4002097	4003710
Gd_00614-ba	chr1002	4123224	4123480
Gd_00614-ba	chr1004	50282	68606
Gd_00614-ba	chr1004	74870	75656
Gd_00614-ba	chr1004	75778	75994
Gd_00614-ba	chr1004	77119	85794
Gd_00614-ba	chr1004	85927	87431
Gd_00614-ba	chr1004	133069	140915
Gd_00614-ba	chr1004	142105	147301
Gd_00614-ba	chr1004	153329	162234
Gd_00614-ba	chr1004	165518	170817
Gd_00614-ba	chr1004	170854	174291
Gd_00614-ba	chr1004	182400	182578
Gd_00614-ba	chr1004	182629	183001
Gd_00614-ba	chr1004	190604	208390
Gd_00614-ba	chr1004	208410	215471
Gd_00614-ba	chr1004	215501	216945
Gd_00614-ba	chr1004	216970	219407
Gd_00614-ba	chr1004	223312	223448
Gd_00614-ba	chr1004	225510	225711
Gd_00614-ba	chr1004	225767	226257
Gd_00614-ba	chr1004	226837	228095
Gd_00614-ba	chr1004	230443	260787
Gd_00614-ba	chr1004	262242	262455
Gd_00614-ba	chr1004	262911	291652
Gd_00614-ba	chr1004	332072	336388
Gd_00614-ba	chr1004	343120	345457
Gd_00614-ba	chr1004	366623	397085
Gd_00614-ba	chr1004	397103	400706
Gd_00614-ba	chr1004	401824	401932
Gd_00614-ba	chr1004	413660	414864
Gd_00614-ba	chr1004	415009	419558
Gd_00614-ba	chr1004	419571	422349
Gd_00614-ba	chr1004	422384	426299
Gd_00614-ba	chr1004	426319	434243
Gd_00614-ba	chr1004	434316	445475
Gd_00614-ba	chr1004	445696	445881
Gd_00614-ba	chr1004	445941	446081
Gd_00614-ba	chr1004	446093	446644
Gd_00614-ba	chr1004	449361	449793
Gd_00614-ba	chr1004	676873	679666
Gd_00614-ba	chr1004	680147	681120
Gd_00614-ba	chr1004	681133	681565
Gd_00614-ba	chr1004	681589	689946
Gd_00614-ba	chr1004	696766	697459
Gd_00614-ba	chr1004	697471	701618
Gd_00614-ba	chr1004	852229	859353
Gd_00614-ba	chr1004	966028	966662
Gd_00614-ba	chr1004	977951	978199
Gd_00614-ba	chr1004	978812	979835
Gd_00614-ba	chr1004	995904	996084
Gd_00614-ba	chr1004	997019	997257
Gd_00614-ba	chr1004	1000267	1011580
Gd_00614-ba	chr1004	1067572	1068824
Gd_00614-ba	chr1004	1069226	1070841
Gd_00614-ba	chr1004	1078061	1078791
Gd_00614-ba	chr1004	1080233	1081120
Gd_00614-ba	chr1004	1081138	1081731
Gd_00614-ba	chr1004	1081750	1087688
Gd_00614-ba	chr1004	1089525	1093210
Gd_00614-ba	chr1004	1093314	1095042
Gd_00614-ba	chr1004	1095087	1105705
Gd_00614-ba	chr1004	1105866	1118561
Gd_00614-ba	chr1004	1126346	1127162
Gd_00614-ba	chr1004	1127195	1147473
Gd_00614-ba	chr1004	1147502	1150977
Gd_00614-ba	chr1004	1152240	1152643
Gd_00614-ba	chr1004	1153262	1153734
Gd_00614-ba	chr1004	1156978	1157972
Gd_00614-ba	chr1004	1158699	1158852
Gd_00614-ba	chr1004	1159556	1160320
Gd_00614-ba	chr1004	1160357	1160664
Gd_00614-ba	chr1004	1160946	1161167
Gd_00614-ba	chr1004	1173681	1178203
Gd_00614-ba	chr1004	1191160	1205522
Gd_00614-ba	chr1004	1205553	1205823
Gd_00614-ba	chr1004	1205846	1227245
Gd_00614-ba	chr1004	1229239	1241433
Gd_00614-ba	chr1004	1241771	1244166
Gd_00614-ba	chr1004	1244692	1262220
Gd_00614-ba	chr1004	1262233	1264241
Gd_00614-ba	chr1004	1264384	1267655
Gd_00614-ba	chr1004	1267676	1268326
Gd_00614-ba	chr1004	1268352	1269146
Gd_00614-ba	chr1004	1269161	1270695
Gd_00614-ba	chr1004	1270831	1271564
Gd_00614-ba	chr1004	1271627	1281656
Gd_00614-ba	chr1004	1281692	1282123
Gd_00614-ba	chr1004	1283782	1285378
Gd_00614-ba	chr1004	1285389	1290818
Gd_00614-ba	chr1004	1290937	1293923
Gd_00614-ba	chr1004	1294909	1295032
Gd_00614-ba	chr1004	1295090	1295710
Gd_00614-ba	chr1004	1295780	1298039
Gd_00614-ba	chr1004	1499148	1508434
Gd_00614-ba	chr1004	1510428	1515460
Gd_00614-ba	chr1004	1520148	1520354
Gd_00614-ba	chr1004	1520731	1522082
Gd_00614-ba	chr1004	1529089	1529205
